CiteScore metrics calculated using data from 30 April, 2018. SNIP and SJR calculated using data from 30 April, 2018																				
Scopus SourceID	Title	CiteScore	Percentile	Citation Count	Scholarly Output	Percent Cited	SNIP	SJR	RANK	Rank Out Of	Publisher	Type	OpenAccess	Scopus ASJC Code (Sub-subject Area)	Scopus Sub-Subject Area	Quartile	Top 10% (CiteScore Percentile)	Scopus SourceID	Print-ISSN	E-ISSN
17385	International Review of Financial Analysis	1.62	78	697	429	64	1.191	0.755	48	226	Elsevier	Journal	NO	2003	Finance	Quartile 1		https://www.scopus.com/sourceid/17385	10575219	
17385	International Review of Financial Analysis	1.62	75	697	429	64	1.191	0.755	140	564	Elsevier	Journal	NO	2002	Economics and Econometrics	Quartile 1		https://www.scopus.com/sourceid/17385	10575219	
24734	American Journal of Evaluation	1.62	77	195	120	55	1.750	0.646	76	340	SAGE	Journal	NO	1403	Business and International Management	Quartile 1		https://www.scopus.com/sourceid/24734	10982140	
19900193216	Journal of Management Accounting Research	1.62	77	110	68	54	1.213	0.743	76	340	American Accounting Association	Journal	NO	1403	Business and International Management	Quartile 1		https://www.scopus.com/sourceid/19900193216	10492127	15588033
27162	Journal of Business and Economic Statistics	1.61	75	252	157	54	1.707	3.664	141	564	Taylor & Francis	Journal	NO	2002	Economics and Econometrics	Quartile 1		https://www.scopus.com/sourceid/27162	07350015	15372707
17700156774	European Management Review	1.61	77	87	54	65	0.800	0.644	78	340	Wiley-Blackwell	Journal	NO	1403	Business and International Management	Quartile 1		https://www.scopus.com/sourceid/17700156774	17404754	17404762
18676	Technology in Society	1.60	76	265	166	61	0.991	0.404	79	340	Elsevier	Journal	NO	1403	Business and International Management	Quartile 1		https://www.scopus.com/sourceid/18676	0160791X	
19692	Economics of Education Review	1.60	74	366	229	61	1.332	1.482	142	564	Elsevier	Journal	NO	2002	Economics and Econometrics	Quartile 2		https://www.scopus.com/sourceid/19692	02727757	
19800188032	MIS Quarterly Executive	1.60	74	104	65	48	2.003	1.330	142	564	Indiana University Press	Journal	NO	2002	Economics and Econometrics	Quartile 2		https://www.scopus.com/sourceid/19800188032	15401960	15401979
21100803392	Cross Cultural and Strategic Management	1.60	76	133	83	66	1.127	0.504	79	340	Emerald	Journal	NO	1403	Business and International Management	Quartile 1		https://www.scopus.com/sourceid/21100803392	20595794	
28148	Eurasian Geography and Economics	1.59	74	173	109	59	0.979	0.708	144	564	Taylor & Francis	Journal	NO	2002	Economics and Econometrics	Quartile 2		https://www.scopus.com/sourceid/28148	15387216	
144981	Quantitative Marketing and Economics	1.59	85	59	37	54	1.778	6.239	13	86	Springer Nature	Journal	NO	2001	Economics, Econometrics and Finance (miscellaneous)	Quartile 1		https://www.scopus.com/sourceid/144981	15707156	
18111	Insurance: Mathematics and Economics	1.58	74	629	399	66	1.284	1.083	145	564	Elsevier	Journal	NO	2002	Economics and Econometrics	Quartile 2		https://www.scopus.com/sourceid/18111	01676687	
22707	International Review of Economics and Finance	1.58	78	738	467	57	1.076	0.841	49	226	Elsevier	Journal	NO	2003	Finance	Quartile 1		https://www.scopus.com/sourceid/22707	10590560	
22707	International Review of Economics and Finance	1.58	74	738	467	57	1.076	0.841	145	564	Elsevier	Journal	NO	2002	Economics and Econometrics	Quartile 2		https://www.scopus.com/sourceid/22707	10590560	
24849	Scandinavian Journal of Economics	1.57	74	185	118	53	1.239	1.926	147	564	Wiley-Blackwell	Journal	NO	2002	Economics and Econometrics	Quartile 2		https://www.scopus.com/sourceid/24849	03470520	14679442
26249	Maritime Economics and Logistics	1.57	84	99	63	67	1.653	0.915	14	86	Springer Nature	Journal	NO	2001	Economics, Econometrics and Finance (miscellaneous)	Quartile 1		https://www.scopus.com/sourceid/26249	14792931	
23861	Journal of Comparative Economics	1.56	73	302	193	63	1.313	0.986	148	564	Elsevier	Journal	NO	2002	Economics and Econometrics	Quartile 2		https://www.scopus.com/sourceid/23861	01475967	10957227
1000147102	Journal of Business Economics and Management	1.56	78	317	203	51	0.788	0.361	17	77	Taylor & Francis	Journal	NO	1401	Business, Management and Accounting (miscellaneous)	Quartile 1		https://www.scopus.com/sourceid/1000147102	16111699	
1000147102	Journal of Business Economics and Management	1.56	73	317	203	51	0.788	0.361	148	564	Taylor & Francis	Journal	NO	2002	Economics and Econometrics	Quartile 2		https://www.scopus.com/sourceid/1000147102	16111699	
19700182739	Review of Development Finance	1.56	78	53	34	62	1.799	0.503	50	226	Africagrowth Institute	Journal	YES	2003	Finance	Quartile 1		https://www.scopus.com/sourceid/19700182739	18799337	
19700182739	Review of Development Finance	1.56	73	53	34	62	1.799	0.503	148	564	Africagrowth Institute	Journal	YES	2002	Economics and Econometrics	Quartile 2		https://www.scopus.com/sourceid/19700182739	18799337	
21100446517	International Journal of Managing Projects in Business	1.56	76	179	115	70	1.046	0.360	81	340	Emerald	Journal	NO	1403	Business and International Management	Quartile 1		https://www.scopus.com/sourceid/21100446517	17538378	17538386
17700155025	Handbook of the Economics of Education	1.55	73	17	11	73	-	-	151	564	Elsevier	Book Series	NO	2002	Economics and Econometrics	Quartile 2		https://www.scopus.com/sourceid/17700155025	15740692	
20048	Economica	1.54	73	176	114	69	1.416	2.356	152	564	Wiley-Blackwell	Journal	NO	2002	Economics and Econometrics	Quartile 2		https://www.scopus.com/sourceid/20048	00130427	14680335
17700155018	Handbook of Computational Economics	1.54	73	20	13	54	3.245	4.160	152	564	Elsevier	Book Series	NO	2002	Economics and Econometrics	Quartile 2		https://www.scopus.com/sourceid/17700155018	15740021	
21100304262	International Journal of Emerging Markets	1.54	76	175	114	62	0.949	0.474	82	340	Emerald	Journal	NO	1403	Business and International Management	Quartile 1		https://www.scopus.com/sourceid/21100304262	17468817	
22336	Harvard Business Review	1.53	75	775	507	36	-	0.305	83	340	Harvard Business School Publishing	Journal	NO	1403	Business and International Management	Quartile 1		https://www.scopus.com/sourceid/22336	00178012	
22336	Harvard Business Review	1.53	72	775	507	36	-	0.305	154	564	Harvard Business School Publishing	Journal	NO	2002	Economics and Econometrics	Quartile 2		https://www.scopus.com/sourceid/22336	00178012	
29487	Structural Change and Economic Dynamics	1.51	72	125	83	60	1.680	0.810	155	564	Elsevier	Journal	NO	2002	Economics and Econometrics	Quartile 2		https://www.scopus.com/sourceid/29487	0954349X	
17528	Journal of Financial Markets	1.51	77	145	96	70	1.465	1.237	51	226	Elsevier	Journal	NO	2003	Finance	Quartile 1		https://www.scopus.com/sourceid/17528	13864181	
17528	Journal of Financial Markets	1.51	72	145	96	70	1.465	1.237	155	564	Elsevier	Journal	NO	2002	Economics and Econometrics	Quartile 2		https://www.scopus.com/sourceid/17528	13864181	
4700152908	Knowledge Management Research and Practice	1.51	75	168	111	60	0.813	0.445	84	340	Springer Nature	Journal	NO	1403	Business and International Management	Quartile 1		https://www.scopus.com/sourceid/4700152908	14778238	14778246
28979	Journal of Economic History	1.50	83	170	113	67	1.682	1.820	15	86	Cambridge University Press	Journal	NO	2001	Economics, Econometrics and Finance (miscellaneous)	Quartile 1		https://www.scopus.com/sourceid/28979	00220507	14716372
28979	Journal of Economic History	1.50	72	170	113	67	1.682	1.820	157	564	Cambridge University Press	Journal	NO	2002	Economics and Econometrics	Quartile 2		https://www.scopus.com/sourceid/28979	00220507	14716372
18700156709	Management and Organization Review	1.50	75	164	109	54	0.881	0.816	85	340	Cambridge University Press	Journal	NO	1403	Business and International Management	Quartile 1		https://www.scopus.com/sourceid/18700156709	17408776	17408784
17914	Venture Capital	1.49	77	79	53	58	0.645	0.757	52	226	Taylor & Francis	Journal	NO	2003	Finance	Quartile 1		https://www.scopus.com/sourceid/17914	13691066	14645343
12975	Economic Systems	1.49	72	195	131	60	1.115	0.565	158	564	Elsevier	Journal	NO	2002	Economics and Econometrics	Quartile 2		https://www.scopus.com/sourceid/12975	09393625	
28466	Economic History Review	1.48	71	197	133	64	1.833	1.209	159	564	Wiley-Blackwell	Journal	NO	2002	Economics and Econometrics	Quartile 2		https://www.scopus.com/sourceid/28466	00130117	14680289
21100463803	Regional Studies, Regional Science	1.48	71	181	122	61	0.845	0.628	159	564	Taylor and Francis	Journal	YES	2002	Economics and Econometrics	Quartile 2		https://www.scopus.com/sourceid/21100463803		21681376
14122	Economic Development and Cultural Change	1.47	71	107	73	62	1.317	1.435	161	564	University of Chicago Press	Journal	NO	2002	Economics and Econometrics	Quartile 2		https://www.scopus.com/sourceid/14122	00130079	15392988
5400152710	E a M: Ekonomie a Management	1.46	74	227	156	66	1.036	0.535	86	340	Technical University Liberec	Journal	NO	1403	Business and International Management	Quartile 2		https://www.scopus.com/sourceid/5400152710	12123609	23365064
21100853526	ACM Transactions on Economics and Computation	1.46	71	108	74	50	0.964	0.154	162	564	Association for Computing Machinery (ACM)	Journal	NO	2002	Economics and Econometrics	Quartile 2		https://www.scopus.com/sourceid/21100853526	21678375	21678383
28981	Journal of Economic Theory	1.45	71	597	413	63	1.552	3.693	163	564	Elsevier	Journal	NO	2002	Economics and Econometrics	Quartile 2		https://www.scopus.com/sourceid/28981	00220531	10957235
23839	Journal of Business and Technical Communication	1.45	74	71	49	63	1.045	0.875	87	340	SAGE	Journal	NO	1403	Business and International Management	Quartile 2		https://www.scopus.com/sourceid/23839	10506519	
20608	Journal of Global Information Management	1.44	74	65	45	56	0.450	0.232	88	340	IGI Global	Journal	NO	1403	Business and International Management	Quartile 2		https://www.scopus.com/sourceid/20608	10627375	15337995
16922	Labour Economics	1.43	71	318	222	57	1.480	1.709	164	564	Elsevier	Journal	NO	2002	Economics and Econometrics	Quartile 2		https://www.scopus.com/sourceid/16922	09275371	
80835	Journal of Agricultural and Resource Economics	1.42	70	104	73	59	1.106	0.720	165	564	Western Agricultural Economics Association	Journal	NO	2002	Economics and Econometrics	Quartile 2		https://www.scopus.com/sourceid/80835	10685502	
11700154719	Gender in Management	1.42	77	125	88	62	1.185	0.412	18	77	Emerald	Journal	NO	1401	Business, Management and Accounting (miscellaneous)	Quartile 1		https://www.scopus.com/sourceid/11700154719	17542413	
144659	Journal of Small Business and Enterprise Development	1.41	75	197	140	61	0.808	0.343	19	77	Emerald	Journal	NO	1401	Business, Management and Accounting (miscellaneous)	Quartile 1		https://www.scopus.com/sourceid/144659	14626004	
5800191435	Economic Analysis and Policy	1.41	70	183	130	62	0.840	0.634	166	564	Elsevier	Journal	NO	2002	Economics and Econometrics	Quartile 2		https://www.scopus.com/sourceid/5800191435		03135926
16242	Journal of Law, Economics, and Organization	1.40	70	130	93	59	1.794	1.585	167	564	Oxford University Press	Journal	NO	2002	Economics and Econometrics	Quartile 2		https://www.scopus.com/sourceid/16242	87566222	14657341
18895	Journal of Advanced Transportation	1.39	70	359	258	57	0.747	0.581	168	564	Hindawi	Journal	YES	2002	Economics and Econometrics	Quartile 2		https://www.scopus.com/sourceid/18895	01976729	
23930	Conflict Management and Peace Science	1.39	70	107	77	55	1.098	2.441	168	564	SAGE	Journal	NO	2002	Economics and Econometrics	Quartile 2		https://www.scopus.com/sourceid/23930	07388942	
145213	Extremes	1.39	81	122	88	50	1.408	1.562	16	86	Springer Nature	Journal	NO	2001	Economics, Econometrics and Finance (miscellaneous)	Quartile 1		https://www.scopus.com/sourceid/145213	13861999	
17700155302	International Journal of Business Excellence	1.39	73	179	129	53	0.938	0.274	89	340	Inderscience	Journal	NO	1403	Business and International Management	Quartile 2		https://www.scopus.com/sourceid/17700155302	17560047	17560055
21100827923	Eurasian Business Review	1.39	81	71	51	53	0.953	0.729	16	86	Springer Nature	Journal	NO	2001	Economics, Econometrics and Finance (miscellaneous)	Quartile 1		https://www.scopus.com/sourceid/21100827923	13094297	21474281
20636	Journal of Management and Governance	1.38	73	145	105	55	1.001	0.441	90	340	Springer Nature	Journal	NO	1403	Business and International Management	Quartile 2		https://www.scopus.com/sourceid/20636	13853457	
20595	Economic Research-Ekonomska Istrazivanja	1.37	69	250	183	44	1.097	0.404	170	564	Taylor & Francis	Journal	NO	2002	Economics and Econometrics	Quartile 2		https://www.scopus.com/sourceid/20595	1331677X	
22844	International Review of Retail, Distribution and Consumer Research	1.37	73	119	87	56	0.778	0.440	91	340	Taylor & Francis	Journal	NO	1403	Business and International Management	Quartile 2		https://www.scopus.com/sourceid/22844	09593969	14664402
22844	International Review of Retail, Distribution and Consumer Research	1.37	69	119	87	56	0.778	0.440	170	564	Taylor & Francis	Journal	NO	2002	Economics and Econometrics	Quartile 2		https://www.scopus.com/sourceid/22844	09593969	14664402
21100395911	Asia Pacific Journal of Marketing and Logistics	1.37	73	253	185	52	0.907	0.425	91	340	Emerald	Journal	NO	1403	Business and International Management	Quartile 2		https://www.scopus.com/sourceid/21100395911		17584248
21100830164	Business and Human Rights Journal	1.37	73	37	27	59	2.211	0.536	91	340	Oxford University Press	Journal	NO	1403	Business and International Management	Quartile 2		https://www.scopus.com/sourceid/21100830164	20570198	20570201
28528	Explorations in Economic History	1.36	69	103	76	63	1.344	1.187	172	564	Elsevier	Journal	NO	2002	Economics and Econometrics	Quartile 2		https://www.scopus.com/sourceid/28528	00144983	
12188	Simulation and Gaming	1.36	74	170	125	54	0.773	0.377	20	77	SAGE	Journal	NO	1401	Business, Management and Accounting (miscellaneous)	Quartile 2		https://www.scopus.com/sourceid/12188	10468781	
19700167301	Environmental Economics and Policy Studies	1.35	69	108	80	54	0.743	0.602	173	564	Springer Nature	Journal	NO	2002	Economics and Econometrics	Quartile 2		https://www.scopus.com/sourceid/19700167301	1432847X	
19900191743	Qualitative Research in Accounting and Management	1.35	72	81	60	60	0.713	0.529	94	340	Emerald	Journal	NO	1403	Business and International Management	Quartile 2		https://www.scopus.com/sourceid/19900191743	11766093	
21100242611	International Journal of Gender and Entrepreneurship	1.35	72	74	55	69	0.532	0.445	94	340	Emerald	Journal	NO	1403	Business and International Management	Quartile 2		https://www.scopus.com/sourceid/21100242611	17566266	
21100242611	International Journal of Gender and Entrepreneurship	1.35	69	74	55	69	0.532	0.445	173	564	Emerald	Journal	NO	2002	Economics and Econometrics	Quartile 2		https://www.scopus.com/sourceid/21100242611	17566266	
28988	Journal of Economics and Management Strategy	1.34	68	162	121	52	1.263	1.110	175	564	Wiley-Blackwell	Journal	NO	2002	Economics and Econometrics	Quartile 2		https://www.scopus.com/sourceid/28988	10586407	15309134
15725	Voluntas	1.34	71	429	321	61	1.026	0.572	96	340	Springer Nature	Journal	NO	1403	Business and International Management	Quartile 2		https://www.scopus.com/sourceid/15725	09578765	15737888
17529	Journal of Financial Services Research	1.34	76	99	74	58	1.200	1.310	53	226	Springer Nature	Journal	NO	2003	Finance	Quartile 1		https://www.scopus.com/sourceid/17529	09208550	15730735
17529	Journal of Financial Services Research	1.34	68	99	74	58	1.200	1.310	175	564	Springer Nature	Journal	NO	2002	Economics and Econometrics	Quartile 2		https://www.scopus.com/sourceid/17529	09208550	15730735
21100814509	Journal of Facilities Management	1.34	71	87	65	51	0.832	0.330	96	340	Emerald	Journal	NO	1403	Business and International Management	Quartile 2		https://www.scopus.com/sourceid/21100814509	14725967	17410983
130081	Leadership and Organization Development Journal	1.33	73	211	159	62	0.835	0.466	21	77	Emerald	Journal	NO	1401	Business, Management and Accounting (miscellaneous)	Quartile 2		https://www.scopus.com/sourceid/130081	01437739	
19700169607	Annals of Public and Cooperative Economics	1.33	68	130	98	55	0.777	0.503	177	564	Wiley-Blackwell	Journal	NO	2002	Economics and Econometrics	Quartile 2		https://www.scopus.com/sourceid/19700169607	13704788	14678292
16110	Kyklos	1.32	68	103	78	68	1.091	0.729	178	564	Wiley-Blackwell	Journal	NO	2002	Economics and Econometrics	Quartile 2		https://www.scopus.com/sourceid/16110	00235962	14676435
18900	Journal of Transport Economics and Policy	1.32	68	83	63	49	1.328	1.111	178	564	University of Bath	Journal	NO	2002	Economics and Econometrics	Quartile 2		https://www.scopus.com/sourceid/18900	00225258	
26602	Evaluation and Program Planning	1.31	71	363	277	61	0.977	0.470	98	340	Elsevier	Journal	NO	1403	Business and International Management	Quartile 2		https://www.scopus.com/sourceid/26602	01497189	
13176	Tijdschrift Voor Economische en Sociale Geografie	1.31	68	187	143	51	0.836	0.649	180	564	Wiley-Blackwell	Journal	NO	2002	Economics and Econometrics	Quartile 2		https://www.scopus.com/sourceid/13176	0040747X	14679663
145695	Journal of Financial Econometrics	1.31	76	98	75	56	1.279	2.111	54	226	Oxford University Press	Journal	NO	2003	Finance	Quartile 1		https://www.scopus.com/sourceid/145695	14798409	
145695	Journal of Financial Econometrics	1.31	68	98	75	56	1.279	2.111	180	564	Oxford University Press	Journal	NO	2002	Economics and Econometrics	Quartile 2		https://www.scopus.com/sourceid/145695	14798409	
19700182329	City, Culture and Society	1.31	79	110	84	56	0.789	0.617	18	86	Elsevier	Journal	NO	2001	Economics, Econometrics and Finance (miscellaneous)	Quartile 1		https://www.scopus.com/sourceid/19700182329	18779166	
19900191973	Tourism Planning and Development	1.31	71	126	96	60	0.819	0.553	98	340	Taylor & Francis	Journal	NO	1403	Business and International Management	Quartile 2		https://www.scopus.com/sourceid/19900191973	21568316	21568324
21100817122	Agricultural and Food Economics	1.31	68	92	70	64	1.100	0.435	180	564	Springer Nature	Journal	YES	2002	Economics and Econometrics	Quartile 2		https://www.scopus.com/sourceid/21100817122		21937532
16220	Journal of Law and Economics	1.30	67	139	107	50	1.273	1.762	183	564	University of Chicago Press	Journal	NO	2002	Economics and Econometrics	Quartile 2		https://www.scopus.com/sourceid/16220	00222186	15375285
19966	Bulletin of Indonesian Economic Studies	1.30	67	79	61	56	1.116	0.752	183	564	Taylor & Francis	Journal	NO	2002	Economics and Econometrics	Quartile 2		https://www.scopus.com/sourceid/19966	00074918	14727234
20142	Review of Income and Wealth	1.30	67	197	152	53	1.327	0.833	183	564	Wiley-Blackwell	Journal	NO	2002	Economics and Econometrics	Quartile 2		https://www.scopus.com/sourceid/20142	00346586	14754991
21100268395	Journal of the Economics of Ageing	1.30	67	104	80	51	1.195	0.631	183	564	Elsevier	Journal	NO	2002	Economics and Econometrics	Quartile 2		https://www.scopus.com/sourceid/21100268395	2212828X	
21100446999	Journal of Global Mobility	1.30	70	74	57	61	0.742	0.377	100	340	Emerald	Journal	NO	1403	Business and International Management	Quartile 2		https://www.scopus.com/sourceid/21100446999		20498802
200147123	Accounting and Finance	1.29	78	180	139	58	1.036	0.384	19	86	Wiley-Blackwell	Journal	NO	2001	Economics, Econometrics and Finance (miscellaneous)	Quartile 1		https://www.scopus.com/sourceid/200147123	08105391	
200147123	Accounting and Finance	1.29	75	180	139	58	1.036	0.384	55	226	Wiley-Blackwell	Journal	NO	2003	Finance	Quartile 1		https://www.scopus.com/sourceid/200147123	08105391	
12900154727	Journal of Industrial and Management Optimization	1.29	70	299	232	51	0.912	0.541	101	340	American Institute of Mathematical Sciences	Journal	NO	1403	Business and International Management	Quartile 2		https://www.scopus.com/sourceid/12900154727	15475816	1553166X
16509	Journal of Futures Markets	1.28	74	224	175	51	0.939	0.895	56	226	Wiley-Blackwell	Journal	NO	2003	Finance	Quartile 2		https://www.scopus.com/sourceid/16509	02707314	10969934
16509	Journal of Futures Markets	1.28	66	224	175	51	0.939	0.895	187	564	Wiley-Blackwell	Journal	NO	2002	Economics and Econometrics	Quartile 2		https://www.scopus.com/sourceid/16509	02707314	10969934
20669	Journal of Multinational Financial Management	1.28	74	102	80	60	0.686	0.527	56	226	Elsevier	Journal	NO	2003	Finance	Quartile 2		https://www.scopus.com/sourceid/20669	1042444X	
20669	Journal of Multinational Financial Management	1.28	66	102	80	60	0.686	0.527	187	564	Elsevier	Journal	NO	2002	Economics and Econometrics	Quartile 2		https://www.scopus.com/sourceid/20669	1042444X	
74502	Financial Management	1.28	74	119	93	58	1.098	1.081	56	226	Wiley-Blackwell	Journal	NO	2003	Finance	Quartile 2		https://www.scopus.com/sourceid/74502	00463892	1755053X
74502	Financial Management	1.28	66	119	93	58	1.098	1.081	187	564	Wiley-Blackwell	Journal	NO	2002	Economics and Econometrics	Quartile 2		https://www.scopus.com/sourceid/74502	00463892	1755053X
24089	North American Journal of Economics and Finance	1.28	74	272	213	55	0.805	0.634	56	226	Elsevier	Journal	NO	2003	Finance	Quartile 2		https://www.scopus.com/sourceid/24089	10629408	
24089	North American Journal of Economics and Finance	1.28	66	272	213	55	0.805	0.634	187	564	Elsevier	Journal	NO	2002	Economics and Econometrics	Quartile 2		https://www.scopus.com/sourceid/24089	10629408	
17499	Journal of Empirical Finance	1.27	73	316	248	56	0.987	0.915	60	226	Elsevier	Journal	NO	2003	Finance	Quartile 2		https://www.scopus.com/sourceid/17499	09275398	
17499	Journal of Empirical Finance	1.27	66	316	248	56	0.987	0.915	191	564	Elsevier	Journal	NO	2002	Economics and Econometrics	Quartile 2		https://www.scopus.com/sourceid/17499	09275398	
23594	World Economy	1.27	73	342	269	55	1.157	0.686	60	226	Wiley-Blackwell	Journal	NO	2003	Finance	Quartile 2		https://www.scopus.com/sourceid/23594	03785920	14679701
23594	World Economy	1.27	66	342	269	55	1.157	0.686	191	564	Wiley-Blackwell	Journal	NO	2002	Economics and Econometrics	Quartile 2		https://www.scopus.com/sourceid/23594	03785920	14679701
18700156722	Agribusiness	1.27	66	138	109	51	0.897	0.487	191	564	Wiley-Blackwell	Journal	NO	2002	Economics and Econometrics	Quartile 2		https://www.scopus.com/sourceid/18700156722	07424477	15206297
53554	Australian Journal of Agricultural and Resource Economics	1.26	65	163	129	57	1.116	0.630	194	564	Wiley-Blackwell	Journal	NO	2002	Economics and Econometrics	Quartile 2		https://www.scopus.com/sourceid/53554	1364985X	14678489
20902	Environment, Development and Sustainability	1.26	65	314	250	58	0.670	0.392	194	564	Springer Nature	Journal	NO	2002	Economics and Econometrics	Quartile 2		https://www.scopus.com/sourceid/20902	1387585X	15732975
23582	Journal of Real Estate Finance and Economics	1.26	72	173	137	54	1.514	1.132	62	226	Springer Nature	Journal	NO	2003	Finance	Quartile 2		https://www.scopus.com/sourceid/23582	08955638	1573045X
23582	Journal of Real Estate Finance and Economics	1.26	65	173	137	54	1.514	1.132	194	564	Springer Nature	Journal	NO	2002	Economics and Econometrics	Quartile 2		https://www.scopus.com/sourceid/23582	08955638	1573045X
4400151610	Advances in Mergers and Acquisitions	1.26	70	34	27	44	0.895	0.593	102	340	Emerald	Book Series	NO	1403	Business and International Management	Quartile 2		https://www.scopus.com/sourceid/4400151610	1479361X	
21100464627	Entrepreneurship Research Journal	1.26	70	39	31	58	1.189	0.412	102	340	Walter de Gruyter	Journal	NO	1403	Business and International Management	Quartile 2		https://www.scopus.com/sourceid/21100464627	21946175	21575665
21995	Contemporary Economic Policy	1.25	65	198	159	50	1.085	0.826	197	564	Wiley-Blackwell	Journal	NO	2002	Economics and Econometrics	Quartile 2		https://www.scopus.com/sourceid/21995	10743529	14657287
4800153108	Research in Organizational Change and Development	1.25	69	35	28	68	0.744	0.257	104	340	Emerald	Book Series	NO	1403	Business and International Management	Quartile 2		https://www.scopus.com/sourceid/4800153108	08973016	
25524	Social Marketing Quarterly	1.24	64	78	63	48	0.556	0.430	198	564	SAGE	Journal	NO	2002	Economics and Econometrics	Quartile 2		https://www.scopus.com/sourceid/25524	15245004	
144616	Journal of Health Organization and Management	1.24	71	238	192	53	0.650	0.447	22	77	Emerald	Journal	NO	1401	Business, Management and Accounting (miscellaneous)	Quartile 2		https://www.scopus.com/sourceid/144616	14777266	
19900192338	Accounting History Review	1.24	71	57	46	63	0.978	0.402	22	77	Taylor & Francis	Journal	NO	1401	Business, Management and Accounting (miscellaneous)	Quartile 2		https://www.scopus.com/sourceid/19900192338	21552851	2155286X
18972	Information Economics and Policy	1.23	64	92	75	51	1.480	0.630	199	564	Elsevier	Journal	NO	2002	Economics and Econometrics	Quartile 2		https://www.scopus.com/sourceid/18972	01676245	
20320	Journal of Policy Modeling	1.23	64	268	218	56	1.269	0.763	199	564	Elsevier	Journal	NO	2002	Economics and Econometrics	Quartile 2		https://www.scopus.com/sourceid/20320	01618938	
20637	Journal of Management Development	1.23	69	280	227	59	0.860	0.352	24	77	Emerald	Journal	NO	1401	Business, Management and Accounting (miscellaneous)	Quartile 2		https://www.scopus.com/sourceid/20637	02621711	
22903	Oxford Economic Papers	1.23	64	202	164	55	1.275	0.818	199	564	Oxford University Press	Journal	NO	2002	Economics and Econometrics	Quartile 2		https://www.scopus.com/sourceid/22903	00307653	14643812
144933	Review of Economics of the Household	1.22	64	133	109	56	1.035	0.897	202	564	Springer Nature	Journal	NO	2002	Economics and Econometrics	Quartile 2		https://www.scopus.com/sourceid/144933	15695239	15737152
19600157009	North American Actuarial Journal	1.22	64	94	77	53	1.191	1.175	202	564	Taylor & Francis	Journal	NO	2002	Economics and Econometrics	Quartile 2		https://www.scopus.com/sourceid/19600157009	10920277	
5700185098	Competitiveness Review	1.22	69	106	87	51	0.792	0.274	105	340	Emerald	Journal	NO	1403	Business and International Management	Quartile 2		https://www.scopus.com/sourceid/5700185098	10595422	20513143
29035	Open Economies Review	1.21	63	156	129	53	1.037	0.878	204	564	Springer Nature	Journal	NO	2002	Economics and Econometrics	Quartile 2		https://www.scopus.com/sourceid/29035	09237992	1573708X
20091	Journal of Macroeconomics	1.21	63	339	281	48	1.014	0.718	204	564	Elsevier	Journal	NO	2002	Economics and Econometrics	Quartile 2		https://www.scopus.com/sourceid/20091	01640704	
30064	Journal of Psychology: Interdisciplinary and Applied	1.21	68	174	144	56	0.600	0.430	25	77	Taylor & Francis	Journal	NO	1401	Business, Management and Accounting (miscellaneous)	Quartile 2		https://www.scopus.com/sourceid/30064	00223980	
145595	American Law and Economics Review	1.21	72	58	48	50	1.407	1.053	63	226	Oxford University Press	Journal	NO	2003	Finance	Quartile 2		https://www.scopus.com/sourceid/145595	14657252	
71244	Communications - Scientific Letters of the University of Zilina	1.20	63	376	313	44	1.464	0.322	206	564	Zylinska Univerzita	Journal	NO	2002	Economics and Econometrics	Quartile 2		https://www.scopus.com/sourceid/71244	13354205	
21774	Managerial and Decision Economics	1.20	68	157	131	57	1.194	0.470	106	340	Wiley-Blackwell	Journal	NO	1403	Business and International Management	Quartile 2		https://www.scopus.com/sourceid/21774	01436570	10991468
4700152459	Economic Change and Restructuring	1.20	63	49	41	63	1.058	0.531	206	564	Springer Nature	Journal	NO	2002	Economics and Econometrics	Quartile 2		https://www.scopus.com/sourceid/4700152459	15739414	15740277
19400158378	Foundations and Trends in Microeconomics	1.20	63	6	5	60	1.340	0.321	206	564	Now Publishers Inc.	Journal	NO	2002	Economics and Econometrics	Quartile 2		https://www.scopus.com/sourceid/19400158378	15479846	
16300154746	International Journal of Cross Cultural Management	1.19	68	70	59	56	0.931	0.318	107	340	SAGE	Journal	NO	1403	Business and International Management	Quartile 2		https://www.scopus.com/sourceid/16300154746	14705958	17412838
5800157981	International Studies of Management and Organization	1.19	68	81	68	49	0.650	0.330	107	340	Taylor & Francis	Journal	NO	1403	Business and International Management	Quartile 2		https://www.scopus.com/sourceid/5800157981	00208825	15580911
19200156950	Journal of Enterprising Communities	1.19	68	76	64	59	0.711	0.281	107	340	Emerald	Journal	NO	1403	Business and International Management	Quartile 2		https://www.scopus.com/sourceid/19200156950	17506204	
19200156950	Journal of Enterprising Communities	1.19	62	76	64	59	0.711	0.281	209	564	Emerald	Journal	NO	2002	Economics and Econometrics	Quartile 2		https://www.scopus.com/sourceid/19200156950	17506204	
21100775627	IZA Journal of Labor Policy	1.19	62	86	72	47	1.186	0.584	209	564	Springer Nature	Journal	YES	2002	Economics and Econometrics	Quartile 2		https://www.scopus.com/sourceid/21100775627		21939004
20002	Economic Inquiry	1.18	62	363	307	54	1.193	0.992	211	564	Wiley-Blackwell	Journal	NO	2002	Economics and Econometrics	Quartile 2		https://www.scopus.com/sourceid/20002	00952583	14657295
