CiteScore metrics calculated using data from 30 April, 2018. SNIP and SJR calculated using data from 30 April, 2018																				
Scopus SourceID	Title	CiteScore	Percentile	Citation Count	Scholarly Output	Percent Cited	SNIP	SJR	RANK	Rank Out Of	Publisher	Type	OpenAccess	Scopus ASJC Code (Sub-subject Area)	Scopus Sub-Subject Area	Quartile	Top 10% (CiteScore Percentile)	Scopus SourceID	Print-ISSN	E-ISSN
21100247045	Journal of Co-operative Organization and Management	0.85	55	35	41	46	0.922	0.311	150	340	Elsevier	Journal	NO	1403	Business and International Management	Quartile 2		https://www.scopus.com/sourceid/21100247045	2213297X	
21100466201	Journal for Labour Market Research	0.85	49	57	67	33	0.842	0.492	287	564	Springer Nature	Journal	NO	2002	Economics and Econometrics	Quartile 3		https://www.scopus.com/sourceid/21100466201	16143485	18678343
25477	South African Journal of Economics	0.84	48	80	95	46	0.671	0.329	289	564	Wiley-Blackwell	Journal	NO	2002	Economics and Econometrics	Quartile 3		https://www.scopus.com/sourceid/25477	00382280	
20060	Economics of Governance	0.84	55	42	50	44	0.811	0.431	152	340	Springer Nature	Journal	NO	1403	Business and International Management	Quartile 2		https://www.scopus.com/sourceid/20060	14356104	14358131
24351	Journal of Economic Methodology	0.84	56	69	82	39	0.922	0.648	38	86	Taylor & Francis	Journal	NO	2001	Economics, Econometrics and Finance (miscellaneous)	Quartile 2		https://www.scopus.com/sourceid/24351	1350178X	14699427
65131	Canadian Journal of Agricultural Economics	0.83	48	74	89	45	0.812	0.454	290	564	Wiley-Blackwell	Journal	NO	2002	Economics and Econometrics	Quartile 3		https://www.scopus.com/sourceid/65131	00083976	
4700152413	International Journal of Entrepreneurship and Innovation Management	0.83	55	63	76	41	0.494	0.255	153	340	Inderscience	Journal	NO	1403	Business and International Management	Quartile 2		https://www.scopus.com/sourceid/4700152413	1368275X	17415098
4700152413	International Journal of Entrepreneurship and Innovation Management	0.83	48	63	76	41	0.494	0.255	290	564	Inderscience	Journal	NO	2002	Economics and Econometrics	Quartile 3		https://www.scopus.com/sourceid/4700152413	1368275X	17415098
4700152506	NETNOMICS: Economic Research and Electronic Networking	0.83	48	24	29	41	0.730	0.347	290	564	Springer Nature	Journal	NO	2002	Economics and Econometrics	Quartile 3		https://www.scopus.com/sourceid/4700152506	13859587	
11800154592	Journal of Sports Economics	0.83	55	91	110	44	1.585	0.608	39	86	SAGE	Journal	NO	2001	Economics, Econometrics and Finance (miscellaneous)	Quartile 2		https://www.scopus.com/sourceid/11800154592	15270025	
19400157320	Foundations and Trends in Accounting	0.83	54	15	18	44	0.644	1.510	103	226	Now Publishers Inc.	Journal	NO	2003	Finance	Quartile 2		https://www.scopus.com/sourceid/19400157320	15540642	
19500157111	New Medit	0.83	48	79	95	44	0.695	0.352	290	564	Edizioni Dedalo	Journal	NO	2002	Economics and Econometrics	Quartile 3		https://www.scopus.com/sourceid/19500157111	15945685	
21100775078	Qualitative Research in Financial Markets	0.83	54	45	54	39	0.872	0.241	103	226	Emerald	Journal	NO	2003	Finance	Quartile 2		https://www.scopus.com/sourceid/21100775078	17554179	17554187
21081	Contributions to Political Economy	0.82	47	14	17	41	2.996	0.906	294	564	Oxford University Press	Journal	NO	2002	Economics and Econometrics	Quartile 3		https://www.scopus.com/sourceid/21081	02775921	
4700151710	International Journal of Public Administration	0.82	54	249	303	43	0.527	0.615	154	340	Taylor & Francis	Journal	NO	1403	Business and International Management	Quartile 2		https://www.scopus.com/sourceid/4700151710	01900692	15324265
19900191863	Accounting in Europe	0.82	54	36	44	57	0.634	0.396	154	340	Taylor & Francis	Journal	NO	1403	Business and International Management	Quartile 2		https://www.scopus.com/sourceid/19900191863	17449480	17449499
19900191863	Accounting in Europe	0.82	53	36	44	57	0.634	0.396	105	226	Taylor & Francis	Journal	NO	2003	Finance	Quartile 2		https://www.scopus.com/sourceid/19900191863	17449480	17449499
29401	Journal of the Japanese and International Economies	0.81	53	83	102	42	0.770	0.472	106	226	Elsevier	Journal	NO	2003	Finance	Quartile 2		https://www.scopus.com/sourceid/29401	08891583	10958681
29401	Journal of the Japanese and International Economies	0.81	47	83	102	42	0.770	0.472	295	564	Elsevier	Journal	NO	2002	Economics and Econometrics	Quartile 3		https://www.scopus.com/sourceid/29401	08891583	10958681
15662	International Review of Law and Economics	0.81	53	125	155	46	0.860	0.572	106	226	Elsevier	Journal	NO	2003	Finance	Quartile 2		https://www.scopus.com/sourceid/15662	01448188	
15662	International Review of Law and Economics	0.81	47	125	155	46	0.860	0.572	295	564	Elsevier	Journal	NO	2002	Economics and Econometrics	Quartile 3		https://www.scopus.com/sourceid/15662	01448188	
19709	Education Economics	0.81	47	89	110	47	0.989	0.346	295	564	Taylor & Francis	Journal	NO	2002	Economics and Econometrics	Quartile 3		https://www.scopus.com/sourceid/19709	09645292	14695782
24350	Journal of Economic Education	0.81	47	95	117	42	0.841	0.483	295	564	Taylor & Francis	Journal	YES	2002	Economics and Econometrics	Quartile 3		https://www.scopus.com/sourceid/24350	00220485	
18165	International Social Security Review	0.81	54	48	59	46	0.875	0.329	40	86	Wiley-Blackwell	Journal	NO	2001	Economics, Econometrics and Finance (miscellaneous)	Quartile 2		https://www.scopus.com/sourceid/18165	0020871X	1468246X
28440	Comparative Economic Studies	0.81	47	79	98	42	0.711	0.370	295	564	Springer Nature	Journal	NO	2002	Economics and Econometrics	Quartile 3		https://www.scopus.com/sourceid/28440	08887233	
21100448929	Nankai Business Review International	0.81	54	55	68	41	0.386	0.210	156	340	Emerald	Journal	NO	1403	Business and International Management	Quartile 2		https://www.scopus.com/sourceid/21100448929	20408757	20408749
18768	Applied Economics	0.80	46	968	1210	43	0.653	0.445	300	564	Taylor & Francis	Journal	NO	2002	Economics and Econometrics	Quartile 3		https://www.scopus.com/sourceid/18768	00036846	
24191	Review of Political Economy	0.80	52	86	107	36	0.910	0.617	41	86	Taylor & Francis	Journal	NO	2001	Economics, Econometrics and Finance (miscellaneous)	Quartile 2		https://www.scopus.com/sourceid/24191	09538259	14653982
11800154594	AStA Advances in Statistical Analysis	0.80	46	47	59	34	1.004	0.548	300	564	Springer Nature	Journal	NO	2002	Economics and Econometrics	Quartile 3		https://www.scopus.com/sourceid/11800154594	18638171	
17700156204	International Journal of Applied Decision Sciences	0.80	46	53	66	42	0.292	0.275	300	564	Inderscience	Journal	NO	2002	Economics and Econometrics	Quartile 3		https://www.scopus.com/sourceid/17700156204	17558077	17558085
21100385808	Journal of Asia Business Studies	0.80	53	39	49	45	0.794	0.245	157	340	Emerald	Journal	NO	1403	Business and International Management	Quartile 2		https://www.scopus.com/sourceid/21100385808	15592243	15587894
21100410629	Intelligent Systems in Accounting, Finance and Management	0.80	52	24	30	43	0.570	0.439	108	226	Wiley-Blackwell	Journal	NO	2003	Finance	Quartile 2		https://www.scopus.com/sourceid/21100410629		10991174
21100778661	European Journal of Management and Business Economics	0.80	53	44	55	36	0.906	0.239	157	340	Emerald	Journal	NO	1403	Business and International Management	Quartile 2		https://www.scopus.com/sourceid/21100778661	24448451	
19458	Eastern European Economics	0.79	45	62	78	44	0.693	0.371	303	564	Taylor & Francis	Journal	NO	2002	Economics and Econometrics	Quartile 3		https://www.scopus.com/sourceid/19458	00128775	
130055	Public Organization Review	0.79	45	81	103	31	0.749	0.357	42	77	Springer Nature	Journal	NO	1401	Business, Management and Accounting (miscellaneous)	Quartile 3		https://www.scopus.com/sourceid/130055	15667170	15737098
55037	Asian Affairs	0.79	45	15	19	53	0.880	0.163	303	564	Taylor & Francis	Journal	NO	2002	Economics and Econometrics	Quartile 3		https://www.scopus.com/sourceid/55037	00927678	
5800169167	Journal of East Asian Studies	0.79	45	60	76	33	0.645	0.590	303	564	Cambridge University Press	Journal	NO	2002	Economics and Econometrics	Quartile 3		https://www.scopus.com/sourceid/5800169167	15982408	
18300156729	Applied Econometrics and International Development	0.79	51	63	80	25	1.006	0.194	109	226	Euro-American Association of Economic Development Studies	Journal	NO	2003	Finance	Quartile 2		https://www.scopus.com/sourceid/18300156729	15784487	
18300156729	Applied Econometrics and International Development	0.79	45	63	80	25	1.006	0.194	303	564	Euro-American Association of Economic Development Studies	Journal	NO	2002	Economics and Econometrics	Quartile 3		https://www.scopus.com/sourceid/18300156729	15784487	
18300156715	International Journal of Business Science and Applied Management	0.79	53	19	24	38	0.607	0.190	159	340	Brunel University	Journal	YES	1403	Business and International Management	Quartile 2		https://www.scopus.com/sourceid/18300156715	17530296	
19900192158	Asian Journal of Technology Innovation	0.79	45	63	80	41	0.379	0.352	303	564	Taylor & Francis	Journal	NO	2002	Economics and Econometrics	Quartile 3		https://www.scopus.com/sourceid/19900192158	19761597	21586721
19700201635	China Agricultural Economic Review	0.79	45	93	117	45	0.624	0.310	303	564	Emerald	Journal	NO	2002	Economics and Econometrics	Quartile 3		https://www.scopus.com/sourceid/19700201635	1756137X	
21100834920	Journal of Education for Business	0.79	45	136	173	44	0.606	0.390	42	77	Sichuan Institute of Piezoelectric and Acoustooptic Technology	Journal	NO	1401	Business, Management and Accounting (miscellaneous)	Quartile 3		https://www.scopus.com/sourceid/21100834920	08832323	19403356
30232	Economic Computation and Economic Cybernetics Studies and Research	0.78	45	155	200	33	0.524	0.321	309	564	Editura Academia de studii economice	Journal	NO	2002	Economics and Econometrics	Quartile 3		https://www.scopus.com/sourceid/30232	0424267X	
16904	International Finance	0.78	51	40	51	41	0.902	0.868	110	226	Wiley-Blackwell	Journal	NO	2003	Finance	Quartile 2		https://www.scopus.com/sourceid/16904	13670271	14682362
23720	International Review of Applied Economics	0.78	45	91	117	40	0.613	0.325	309	564	Taylor & Francis	Journal	NO	2002	Economics and Econometrics	Quartile 3		https://www.scopus.com/sourceid/23720	02692171	14653486
27748	Emerging Markets Finance and Trade	0.78	51	379	489	46	0.592	0.404	110	226	Taylor & Francis	Journal	NO	2003	Finance	Quartile 2		https://www.scopus.com/sourceid/27748	1540496X	
19400158595	World Trade Review	0.78	45	80	103	41	1.053	0.591	309	564	Cambridge University Press	Journal	NO	2002	Economics and Econometrics	Quartile 3		https://www.scopus.com/sourceid/19400158595	14747456	14753138
21100406328	Review of Keynesian Economics	0.78	45	80	102	39	1.059	0.283	309	564	Edward Elgar Publishing Ltd.	Journal	NO	2002	Economics and Econometrics	Quartile 3		https://www.scopus.com/sourceid/21100406328	20495331	
28490	Economics Letters	0.77	50	982	1279	40	0.728	0.738	112	226	Elsevier	Journal	NO	2003	Finance	Quartile 2		https://www.scopus.com/sourceid/28490	01651765	
28490	Economics Letters	0.77	44	982	1279	40	0.728	0.738	313	564	Elsevier	Journal	NO	2002	Economics and Econometrics	Quartile 3		https://www.scopus.com/sourceid/28490	01651765	
28957	Japan and the World Economy	0.77	50	50	65	40	0.885	0.268	112	226	Elsevier	Journal	NO	2003	Finance	Quartile 2		https://www.scopus.com/sourceid/28957	09221425	
28957	Japan and the World Economy	0.77	44	50	65	40	0.885	0.268	313	564	Elsevier	Journal	NO	2002	Economics and Econometrics	Quartile 3		https://www.scopus.com/sourceid/28957	09221425	
12755	International Journal of Clothing Science and Technology	0.77	43	121	158	44	0.901	0.318	44	77	Emerald	Journal	NO	1401	Business, Management and Accounting (miscellaneous)	Quartile 3		https://www.scopus.com/sourceid/12755	09556222	
28952	Journal of Economic Issues	0.77	44	161	210	44	0.766	0.337	313	564	Taylor & Francis	Journal	NO	2002	Economics and Econometrics	Quartile 3		https://www.scopus.com/sourceid/28952	00213624	
17700156775	Corporate Reputation Review	0.77	53	46	60	42	0.626	0.352	160	340	Springer Nature	Journal	NO	1403	Business and International Management	Quartile 2		https://www.scopus.com/sourceid/17700156775	13633589	14791889
19900192135	International Review of Finance	0.77	50	51	66	47	0.533	0.343	112	226	Wiley-Blackwell	Journal	NO	2003	Finance	Quartile 2		https://www.scopus.com/sourceid/19900192135	1369412X	14682443
19900192135	International Review of Finance	0.77	44	51	66	47	0.533	0.343	313	564	Wiley-Blackwell	Journal	NO	2002	Economics and Econometrics	Quartile 3		https://www.scopus.com/sourceid/19900192135	1369412X	14682443
21100211748	Scienze Regionali	0.77	44	70	91	32	0.629	0.299	313	564	Franco Angeli Edizioni	Journal	NO	2002	Economics and Econometrics	Quartile 3		https://www.scopus.com/sourceid/21100211748	17203929	
25165	Applied Mathematical Finance	0.76	48	48	63	40	0.841	0.615	115	226	Taylor & Francis	Journal	NO	2003	Finance	Quartile 3		https://www.scopus.com/sourceid/25165	1350486X	14664313
29447	Review of Industrial Organization	0.76	43	100	132	38	0.769	0.547	318	564	Springer Nature	Journal	NO	2002	Economics and Econometrics	Quartile 3		https://www.scopus.com/sourceid/29447	0889938X	15737160
28708	National Tax Journal	0.76	48	78	102	41	0.725	0.818	115	226	National Tax Association	Journal	NO	2003	Finance	Quartile 3		https://www.scopus.com/sourceid/28708	00280283	
28708	National Tax Journal	0.76	43	78	102	41	0.725	0.818	318	564	National Tax Association	Journal	NO	2002	Economics and Econometrics	Quartile 3		https://www.scopus.com/sourceid/28708	00280283	
15590	Financial Markets, Institutions and Instruments	0.76	48	22	29	38	0.317	0.490	115	226	Wiley-Blackwell	Journal	NO	2003	Finance	Quartile 3		https://www.scopus.com/sourceid/15590	09638008	14680416
144730	Studies in Nonlinear Dynamics and Econometrics	0.76	43	69	91	38	0.894	0.668	318	564	Walter de Gruyter	Journal	NO	2002	Economics and Econometrics	Quartile 3		https://www.scopus.com/sourceid/144730	10811826	
4000149501	International Journal of Product Lifecycle Management	0.76	52	41	54	44	0.520	0.328	161	340	Inderscience	Journal	NO	1403	Business and International Management	Quartile 2		https://www.scopus.com/sourceid/4000149501	17435110	17435129
5600152909	Capital and Class	0.76	43	65	85	40	0.861	0.282	318	564	SAGE	Journal	NO	2002	Economics and Econometrics	Quartile 3		https://www.scopus.com/sourceid/5600152909	03098168	
5600153382	Journal of the Economic and Social History of the Orient	0.76	43	55	72	43	2.232	0.431	318	564	Brill	Journal	NO	2002	Economics and Econometrics	Quartile 3		https://www.scopus.com/sourceid/5600153382	00224995	
8600153118	Mathematics and Financial Economics	0.76	48	48	63	43	0.738	0.729	115	226	Springer Nature	Journal	NO	2003	Finance	Quartile 3		https://www.scopus.com/sourceid/8600153118	18629679	
69005	Agricultural Finance Review	0.76	51	73	96	47	0.641	0.406	42	86	Emerald	Journal	NO	2001	Economics, Econometrics and Finance (miscellaneous)	Quartile 2		https://www.scopus.com/sourceid/69005	00021466	20416326
29258	Public Finance Review	0.75	47	79	106	42	0.782	0.367	119	226	SAGE	Journal	NO	2003	Finance	Quartile 3		https://www.scopus.com/sourceid/29258	10911421	
29258	Public Finance Review	0.75	42	79	106	42	0.782	0.367	323	564	SAGE	Journal	NO	2002	Economics and Econometrics	Quartile 3		https://www.scopus.com/sourceid/29258	10911421	
12300154710	Economic and Labour Relations Review	0.75	42	79	105	44	0.631	0.393	323	564	SAGE	Journal	NO	2002	Economics and Econometrics	Quartile 3		https://www.scopus.com/sourceid/12300154710	10353046	
21100248934	China Journal of Accounting Research	0.75	47	36	48	38	1.015	0.330	119	226	Elsevier	Journal	YES	2003	Finance	Quartile 3		https://www.scopus.com/sourceid/21100248934	17553091	
28972	Journal of East-West Business	0.74	52	32	43	40	0.464	0.241	162	340	Taylor & Francis	Journal	NO	1403	Business and International Management	Quartile 2		https://www.scopus.com/sourceid/28972	10669868	15286959
21100218529	Value in Health Regional Issues	0.74	50	128	174	43	0.514	0.366	43	86	Elsevier	Journal	NO	2001	Economics, Econometrics and Finance (miscellaneous)	Quartile 2		https://www.scopus.com/sourceid/21100218529	22121099	22121102
21100781878	Bio-based and Applied Economics	0.74	50	26	35	40	0.936	0.303	43	86	Firenze University Press	Journal	YES	2001	Economics, Econometrics and Finance (miscellaneous)	Quartile 2		https://www.scopus.com/sourceid/21100781878	22806180	22806172
16525	Journal of Portfolio Management	0.73	46	148	202	43	1.085	0.486	121	226	Institutional Investor Systems	Journal	NO	2003	Finance	Quartile 3		https://www.scopus.com/sourceid/16525	00954918	
16525	Journal of Portfolio Management	0.73	42	148	202	43	1.085	0.486	325	564	Institutional Investor Systems	Journal	NO	2002	Economics and Econometrics	Quartile 3		https://www.scopus.com/sourceid/16525	00954918	
22925	Journal of Global Marketing	0.73	52	46	63	46	0.730	0.197	163	340	Taylor & Francis	Journal	NO	1403	Business and International Management	Quartile 2		https://www.scopus.com/sourceid/22925	08911762	15286975
24391	Journal of Interdisciplinary Economics	0.73	42	22	30	30	0.823	0.215	325	564	SAGE	Journal	NO	2002	Economics and Econometrics	Quartile 3		https://www.scopus.com/sourceid/24391	02601079	
4000152125	Research in Experimental Economics	0.73	42	22	30	33	0.747	0.935	325	564	Emerald	Book Series	NO	2002	Economics and Econometrics	Quartile 3		https://www.scopus.com/sourceid/4000152125	01932306	
5700168926	Humanomics	0.73	42	54	74	43	1.135	0.333	325	564	Emerald	Journal	NO	2002	Economics and Econometrics	Quartile 3		https://www.scopus.com/sourceid/5700168926	08288666	
21100448564	Journal of Islamic Accounting and Business Research	0.73	52	36	49	47	0.927	0.232	163	340	Emerald	Journal	NO	1403	Business and International Management	Quartile 2		https://www.scopus.com/sourceid/21100448564	17590817	17590825
17334	International Journal of Theoretical and Applied Finance	0.72	46	119	166	43	0.807	0.586	122	226	World Scientific	Journal	NO	2003	Finance	Quartile 3		https://www.scopus.com/sourceid/17334	02190249	
3300147704	Services Marketing Quarterly	0.72	42	46	64	44	0.420	0.297	45	77	Taylor & Francis	Journal	NO	1401	Business, Management and Accounting (miscellaneous)	Quartile 3		https://www.scopus.com/sourceid/3300147704	15332969	15332977
16400154777	Asia Pacific Management Review	0.72	51	59	82	40	0.365	0.231	165	340	National Cheng Kung University	Journal	NO	1403	Business and International Management	Quartile 2		https://www.scopus.com/sourceid/16400154777	10293132	
5600153635	Risk Management	0.72	51	26	36	36	0.453	0.189	165	340	Springer Nature	Journal	NO	1403	Business and International Management	Quartile 2		https://www.scopus.com/sourceid/5600153635	14603799	17434637
5600153635	Risk Management	0.72	46	26	36	36	0.453	0.189	122	226	Springer Nature	Journal	NO	2003	Finance	Quartile 3		https://www.scopus.com/sourceid/5600153635	14603799	17434637
5600153635	Risk Management	0.72	41	26	36	36	0.453	0.189	329	564	Springer Nature	Journal	NO	2002	Economics and Econometrics	Quartile 3		https://www.scopus.com/sourceid/5600153635	14603799	17434637
18500168400	Asian Affairs	0.72	41	33	46	30	1.471	0.224	329	564	Taylor & Francis	Journal	NO	2002	Economics and Econometrics	Quartile 3		https://www.scopus.com/sourceid/18500168400	03068374	14771500
19700176302	Journal of Entrepreneurship Education	0.72	51	51	71	41	0.516	0.222	165	340	Allied Academies	Journal	NO	1403	Business and International Management	Quartile 2		https://www.scopus.com/sourceid/19700176302	10988394	15282651
19700176302	Journal of Entrepreneurship Education	0.72	41	51	71	41	0.516	0.222	329	564	Allied Academies	Journal	NO	2002	Economics and Econometrics	Quartile 3		https://www.scopus.com/sourceid/19700176302	10988394	15282651
19900193251	Journal of International Accounting Research	0.72	51	36	50	44	0.675	0.385	165	340	American Accounting Association	Journal	NO	1403	Business and International Management	Quartile 2		https://www.scopus.com/sourceid/19900193251	15426297	15588025
21100853248	Journal of Strategy and Management	0.72	51	18	25	48	-	-	165	340	Emerald	Journal	NO	1403	Business and International Management	Quartile 2		https://www.scopus.com/sourceid/21100853248	1755425X	17554268
29064	Engineering Economist	0.71	40	36	51	39	0.615	0.161	332	564	Taylor & Francis	Journal	NO	2002	Economics and Econometrics	Quartile 3		https://www.scopus.com/sourceid/29064	0013791X	
15089	Finance a Uver - Czech Journal of Economics and Finance	0.71	44	52	73	38	0.635	0.259	124	226	Datakonekt sro	Journal	NO	2003	Finance	Quartile 3		https://www.scopus.com/sourceid/15089	00151920	24647683
15089	Finance a Uver - Czech Journal of Economics and Finance	0.71	40	52	73	38	0.635	0.259	332	564	Datakonekt sro	Journal	NO	2002	Economics and Econometrics	Quartile 3		https://www.scopus.com/sourceid/15089	00151920	24647683
20109	Macroeconomic Dynamics	0.71	40	163	228	43	0.876	1.169	332	564	Cambridge University Press	Journal	NO	2002	Economics and Econometrics	Quartile 3		https://www.scopus.com/sourceid/20109	13651005	14698056
24380	Journal of Financial Research	0.71	44	41	58	45	0.875	0.613	124	226	Wiley-Blackwell	Journal	NO	2003	Finance	Quartile 3		https://www.scopus.com/sourceid/24380	02702592	14756803
145054	International Economics and Economic Policy	0.71	40	72	101	45	0.769	0.244	332	564	Springer Nature	Journal	NO	2002	Economics and Econometrics	Quartile 3		https://www.scopus.com/sourceid/145054	16124804	16124812
20176	Business Economics	0.71	49	69	97	14	1.137	0.944	170	340	Springer Nature	Journal	NO	1403	Business and International Management	Quartile 3		https://www.scopus.com/sourceid/20176	0007666X	
20176	Business Economics	0.71	40	69	97	14	1.137	0.944	332	564	Springer Nature	Journal	NO	2002	Economics and Econometrics	Quartile 3		https://www.scopus.com/sourceid/20176	0007666X	
5600152813	Business and Society Review	0.71	49	47	66	35	0.455	0.341	170	340	Wiley-Blackwell	Journal	NO	1403	Business and International Management	Quartile 3		https://www.scopus.com/sourceid/5600152813	00453609	14678594
20500195027	Spanish Review of Financial Economics	0.71	44	17	24	38	1.085	0.235	124	226	Elsevier	Journal	NO	2003	Finance	Quartile 3		https://www.scopus.com/sourceid/20500195027	21731268	
20500195027	Spanish Review of Financial Economics	0.71	40	17	24	38	1.085	0.235	332	564	Elsevier	Journal	NO	2002	Economics and Econometrics	Quartile 3		https://www.scopus.com/sourceid/20500195027	21731268	
21100286906	Eurasian Mining	0.71	49	56	79	34	1.307	0.443	170	340	Ore & Metals Publishing House	Journal	NO	1403	Business and International Management	Quartile 3		https://www.scopus.com/sourceid/21100286906	20720823	
21100326278	Polish Journal of Management Studies	0.71	49	168	235	42	0.679	0.302	170	340	Czestochowa University of Technology	Journal	NO	1403	Business and International Management	Quartile 3		https://www.scopus.com/sourceid/21100326278	20817452	
20023	Economic Record	0.70	39	100	142	37	0.798	0.278	338	564	Wiley-Blackwell	Journal	NO	2002	Economics and Econometrics	Quartile 3		https://www.scopus.com/sourceid/20023	00130249	14754932
24356	Journal of Economics/ Zeitschrift fur Nationalokonomie	0.70	39	76	109	37	0.723	0.434	338	564	Springer Nature	Journal	NO	2002	Economics and Econometrics	Quartile 3		https://www.scopus.com/sourceid/24356	09318658	16177134
14000154941	Basic Income Studies	0.70	39	19	27	41	0.448	0.209	338	564	Walter de Gruyter	Journal	NO	2002	Economics and Econometrics	Quartile 3		https://www.scopus.com/sourceid/14000154941	19320183	
21100198497	Quality Technology and Quantitative Management	0.70	48	76	108	43	0.549	0.348	174	340	Taylor & Francis	Journal	NO	1403	Business and International Management	Quartile 3		https://www.scopus.com/sourceid/21100198497	16843703	
21100464917	Journal of Computational Finance	0.70	44	35	50	44	0.815	0.503	127	226	Incisive Media Ltd.	Journal	NO	2003	Finance	Quartile 3		https://www.scopus.com/sourceid/21100464917	14601559	17552850
80793	Journal of Agricultural & Applied Economics	0.70	39	14	20	45	0.913	0.263	338	564	Cambridge University Press	Journal	NO	2002	Economics and Econometrics	Quartile 3		https://www.scopus.com/sourceid/80793	10740708	
24257	Asian-Pacific Economic Literature	0.69	39	31	45	44	0.825	0.214	342	564	Wiley-Blackwell	Journal	NO	2002	Economics and Econometrics	Quartile 3		https://www.scopus.com/sourceid/24257	08189935	14678411
15882	Fibres and Textiles in Eastern Europe	0.68	48	262	384	43	0.798	0.321	175	340	Institute of Chemical Fibres	Journal	NO	1403	Business and International Management	Quartile 3		https://www.scopus.com/sourceid/15882	12303666	
4000149502	International Journal of Product Development	0.68	48	42	62	29	0.314	0.209	175	340	Inderscience	Journal	NO	1403	Business and International Management	Quartile 3		https://www.scopus.com/sourceid/4000149502	14779056	17418178
4000149502	International Journal of Product Development	0.68	39	42	62	29	0.314	0.209	343	564	Inderscience	Journal	NO	2002	Economics and Econometrics	Quartile 3		https://www.scopus.com/sourceid/4000149502	14779056	17418178
21100262412	Journal of Research in Marketing and Entrepreneurship	0.68	48	26	38	42	0.351	0.268	175	340	Emerald	Journal	NO	1403	Business and International Management	Quartile 3		https://www.scopus.com/sourceid/21100262412	14715201	
19600166406	European Business Organization Law Review	0.67	47	45	67	42	0.684	0.409	178	340	Springer Nature	Journal	NO	1403	Business and International Management	Quartile 3		https://www.scopus.com/sourceid/19600166406	15667529	
21100464774	Journal of Operational Risk	0.67	47	32	48	42	0.711	0.260	178	340	Incisive Media Ltd.	Journal	NO	1403	Business and International Management	Quartile 3		https://www.scopus.com/sourceid/21100464774	17446740	17552710
21100464774	Journal of Operational Risk	0.67	43	32	48	42	0.711	0.260	128	226	Incisive Media Ltd.	Journal	NO	2003	Finance	Quartile 3		https://www.scopus.com/sourceid/21100464774	17446740	17552710
21100464774	Journal of Operational Risk	0.67	39	32	48	42	0.711	0.260	344	564	Incisive Media Ltd.	Journal	NO	2002	Economics and Econometrics	Quartile 3		https://www.scopus.com/sourceid/21100464774	17446740	17552710
12100155623	The Forum for Social Economics	0.66	38	25	38	32	0.794	0.163	345	564	Taylor & Francis	Journal	NO	2002	Economics and Econometrics	Quartile 3		https://www.scopus.com/sourceid/12100155623	07360932	
21100409365	Strategic Change	0.66	43	62	94	39	0.587	0.217	129	226	Wiley-Blackwell	Journal	NO	2003	Finance	Quartile 3		https://www.scopus.com/sourceid/21100409365		10991697
14547	Social Choice and Welfare	0.65	38	170	260	42	0.817	0.644	346	564	Springer Nature	Journal	NO	2002	Economics and Econometrics	Quartile 3		https://www.scopus.com/sourceid/14547	01761714	1432217X
19700173246	Academia Revista Latinoamericana de Administracion	0.65	47	47	72	33	0.602	0.178	180	340	Emerald	Journal	NO	1403	Business and International Management	Quartile 3		https://www.scopus.com/sourceid/19700173246	10128255	20565127
21100446524	Journal of Entrepreneurship and Public Policy	0.65	47	39	60	43	0.626	0.262	180	340	Emerald	Journal	NO	1403	Business and International Management	Quartile 3		https://www.scopus.com/sourceid/21100446524		2045211X
20750	European Journal of Law and Economics	0.64	46	96	150	37	0.732	0.375	182	340	Springer Nature	Journal	NO	1403	Business and International Management	Quartile 3		https://www.scopus.com/sourceid/20750	09291261	15729990
20750	European Journal of Law and Economics	0.64	38	96	150	37	0.732	0.375	347	564	Springer Nature	Journal	NO	2002	Economics and Econometrics	Quartile 3		https://www.scopus.com/sourceid/20750	09291261	15729990
23588	Journal of Real Estate Research	0.64	48	32	50	46	0.837	0.533	45	86	American Real Estate Society	Journal	NO	2001	Economics, Econometrics and Finance (miscellaneous)	Quartile 3		https://www.scopus.com/sourceid/23588	08965803	
80174	Annals of Finance	0.64	42	39	61	43	0.869	0.579	130	226	Springer Nature	Journal	NO	2003	Finance	Quartile 3		https://www.scopus.com/sourceid/80174	16142446	16142454
4700152236	International Journal of Globalisation and Small Business	0.64	46	35	55	25	0.263	0.233	182	340	Inderscience	Journal	NO	1403	Business and International Management	Quartile 3		https://www.scopus.com/sourceid/4700152236	14793059	14793067
19900192309	Review of Network Economics	0.64	38	18	28	43	0.770	0.315	347	564	Walter de Gruyter	Journal	NO	2002	Economics and Econometrics	Quartile 3		https://www.scopus.com/sourceid/19900192309	14469022	
21100206265	International Journal of Arts Management	0.64	46	36	56	39	0.927	0.259	182	340	Ecole des Hautes Etudes Commerciales	Journal	NO	1403	Business and International Management	Quartile 3		https://www.scopus.com/sourceid/21100206265	14808986	
21100219935	International Journal of Operations and Quantitative Management	0.64	46	34	53	34	0.417	0.398	182	340	International Forum of Management Scholars (INFOMS)	Journal	NO	1403	Business and International Management	Quartile 3		https://www.scopus.com/sourceid/21100219935	10821910	
21100299408	Supply Chain Forum	0.64	46	47	73	38	0.420	0.260	182	340	Taylor & Francis	Journal	NO	1403	Business and International Management	Quartile 3		https://www.scopus.com/sourceid/21100299408	16258312	16246039
